"species_name_fishbase","eventDate","decimalLatitude","decimalLongitude"
"Fistularia commersonii","2010-01-01",36.43889,28.20445
"Fistularia commersonii","2011-02-01",35.809,14.457
"Fistularia commersonii","2003-06-11",34.9122,33.6505
"Fistularia commersonii","2010-10-01",39.512,26.742
"Fistularia commersonii","2006-01-01",33.916,35.503
"Fistularia commersonii","2020-10-30",32.082,34.7079
"Fistularia commersonii","2021-01-01",36.8508,22.2577
"Fistularia commersonii","2016-01-01",37.18867,25.54867
"Fistularia commersonii","2011-02-01",35.825,14.546
"Fistularia commersonii","2020-10-30",32.1337,34.7345
"Fistularia commersonii","2013-06-01",31.657,19.947
"Fistularia commersonii","2014-08-14",34.9122,33.6505
"Fistularia commersonii","2015-12-24",32.1337,34.7345
"Fistularia commersonii","2016-09-24",34.9122,33.6505
"Fistularia commersonii","2020-09-28",31.965,34.6573
"Fistularia commersonii","2010-10-01",43.024,9.405
"Fistularia commersonii","2009-07-08",35.0502,34.0387
"Fistularia commersonii","2018-12-04",32.019,34.676
"Fistularia commersonii","2010-02-11",32.1382,34.7345
"Fistularia commersonii","2010-11-01",43.842,8.065
"Fistularia commersonii","2021-11-27",32.1382,34.7345
"Fistularia commersonii","2015-10-24",35.0748,32.3341
"Fistularia commersonii","2004-01-01",37.1873,10.2221
"Fistularia commersonii","2018-12-03",32.1337,34.7345
"Fistularia commersonii","2014-12-18",31.9492,34.6866
"Fistularia commersonii","2018-12-23",31.7647,34.5084
"Fistularia commersonii","2016-01-01",36.7606,34.659
"Fistularia commersonii","2021-11-24",32.1337,34.7345
"Fistularia commersonii","2015-04-28",31.992,34.668
"Fistularia commersonii","2016-06-07",36.0565,28.082
"Fistularia commersonii","2014-12-19",32.1337,34.7345
"Fistularia commersonii","2015-01-01",35.00921,25.84383
"Fistularia commersonii","2008-01-01",35.0027,25.735
"Fistularia commersonii","2021-06-29",32.1382,34.6627
"Fistularia commersonii","2007-02-01",34.996,25.736
"Fistularia commersonii","2016-09-12",32.0257,34.6786
"Fistularia commersonii","2010-10-01",42.719,9.253
"Fistularia commersonii","2019-12-22",32.1607,34.668
"Fistularia commersonii","2008-01-01",35.914,27.736
"Fistularia commersonii","2014-11-29",31.965,34.6573
"Fistularia commersonii","2015-06-01",37.0464,11.0844
"Fistularia commersonii","2009-12-01",43.694,7.314
"Fistularia commersonii","2020-08-01",37.6821,20.8755
"Fistularia commersonii","2010-06-08",35.0041,24.7472
"Fistularia commersonii","2004-01-01",36.461,28.164
"Fistularia commersonii","2013-05-01",32.131,20.053
"Fistularia commersonii","2011-01-01",38.81169,23.22565
"Fistularia commersonii","2004-01-01",37.197,10.209
"Fistularia commersonii","2021-01-01",40.6098,26.0603
"Fistularia commersonii","2020-09-05",31.992,34.668
"Fistularia commersonii","2013-12-01",35.7885,10.8338
"Fistularia commersonii","2015-06-17",32.1112,34.6281
"Fistularia commersonii","2014-06-14",34.9577,25.2333
"Fistularia commersonii","2004-01-01",36.4213,28.1826
"Fistularia commersonii","2018-01-01",37.16983,25.922
"Fistularia commersonii","2007-01-01",36.701,27.726
"Fistularia commersonii","2007-11-01",39.148,9.386
"Fistularia commersonii","2018-01-01",37.169,25.92067
"Fistularia commersonii","2016-01-01",37.82383,23.57083
"Fistularia commersonii","2019-02-23",32.0257,34.6786
"Fistularia commersonii","2015-06-19",32.0257,34.6786
"Fistularia commersonii","2019-01-01",34.95122,24.75418
"Fistularia commersonii","2020-11-26",32.2192,34.7611
"Fistularia commersonii","2016-06-08",35.0899,26.2708
"Fistularia commersonii","2022-01-01",37.7813,26.8936
"Fistularia commersonii","2021-06-17",32.1112,34.6281
"Fistularia commersonii","2019-09-01",34.9122,33.6505
"Fistularia commersonii","2019-09-13",31.992,34.668
"Fistularia commersonii","2014-01-01",35.6686,35.6686
"Fistularia commersonii","2008-01-01",36.8,2.883
"Fistularia commersonii","2001-01-01",36.833,30.667
"Fistularia commersonii","2007-01-01",36.808,27.703
"Fistularia commersonii","2010-11-01",43.416,6.829
"Fistularia commersonii","2007-10-01",41.403,12.623
"Fistularia commersonii","2014-11-24",32.1045,34.652
"Fistularia commersonii","2018-06-01",35.0742,32.3334
"Fistularia commersonii","2021-10-10",32.0055,34.6733
"Fistularia commersonii","2013-06-01",32.131,20.053
"Fistularia commersonii","2014-10-02",31.9492,34.6866
"Fistularia commersonii","2002-01-01",32.979,13.168
"Fistularia commersonii","2006-12-01",32.897,13.155
"Fistularia commersonii","2008-01-01",36.016,14.231
"Fistularia commersonii","2005-01-01",32.1,20.05
"Fistularia commersonii","2018-12-05",34.6868,33.0726
"Fistularia commersonii","2012-11-01",32.131,20.053
"Fistularia commersonii","2022-01-01",36.6136,27.1543
"Fistularia commersonii","2020-10-02",32.082,34.644
"Fistularia commersonii","2007-12-01",40.604,14.33
"Fistularia commersonii","2003-10-01",36.817,11.167
"Fistularia commersonii","2019-12-05",34.6868,33.0726
"Fistularia commersonii","2010-11-01",38.257,15.235
"Fistularia commersonii","2016-05-08",34.9122,33.6505
"Fistularia commersonii","2018-06-05",34.6829,33.081
"Fistularia commersonii","2017-01-01",36.92938,22.14021
"Fistularia commersonii","2005-01-01",36.4214,28.1825
"Fistularia commersonii","2013-11-01",42.279,18.855
"Fistularia commersonii","2014-10-01",34.2992,10.0697
"Fistularia commersonii","2014-12-21",31.9762,34.5642
"Fistularia commersonii","2013-08-29",32.019,34.676
"Fistularia commersonii","2021-08-12",32.019,34.676
"Fistularia commersonii","2013-09-01",42.198,18.937
"Fistularia commersonii","2019-08-01",35.0742,32.3334
"Fistularia commersonii","2016-09-22",35.2294,23.9056
"Fistularia commersonii","2013-05-01",32.131,20.053
"Fistularia commersonii","2008-01-01",34.878,35.864
"Fistularia commersonii","2019-05-27",31.9492,34.6866
"Fistularia commersonii","2010-01-01",36.055,14.178
"Fistularia commersonii","2010-10-01",43.992,8.202
"Fistularia commersonii","2002-05-16",36.458,25.3717
"Fistularia commersonii","2006-08-01",36.43889,28.20442
"Fistularia commersonii","2021-07-15",32.1112,34.7185
"Fistularia commersonii","2019-01-01",36.23238,28.15332
"Fistularia commersonii","2005-01-01",37.67638,23.94032
"Fistularia commersonii","2015-05-11",36.3615,25.4046
"Fistularia commersonii","2020-11-25",32.1045,34.652
"Fistularia commersonii","2018-01-01",37.20033,25.05333
"Fistularia commersonii","2021-08-12",32.1382,34.7345
"Fistularia commersonii","2008-05-01",37.59,21.37
"Fistularia commersonii","2012-11-01",32.131,20.053
"Fistularia commersonii","2006-12-19",36.16022,28.0886
"Fistularia commersonii","2015-10-02",31.9492,34.6467
"Fistularia commersonii","2018-08-10",35.2013,24.1198
"Fistularia commersonii","2008-12-15",36.07433,28.01541
"Fistularia commersonii","2009-09-03",36.16022,28.0886
"Fistularia commersonii","2022-01-01",36.8508,22.2577
"Fistularia commersonii","2010-01-01",38.2034,15.6312
"Fistularia commersonii","2007-01-01",42.422,18.536
"Fistularia commersonii","2014-11-25",31.9492,34.5642
"Fistularia commersonii","2018-06-20",36.0184,14.2455
"Fistularia commersonii","2019-01-01",36.9882,26.9207
"Fistularia commersonii","2010-01-01",36.91,15.154
"Fistularia commersonii","2017-08-03",32.9797,34.9446
"Fistularia commersonii","2009-08-01",41.332,9.254
"Fistularia commersonii","2013-06-01",32.131,20.053
"Fistularia commersonii","2016-10-08",34.9695,25.2713
"Fistularia commersonii","2014-01-01",37.81867,23.65183
"Fistularia commersonii","2004-01-01",35.083,35.867
"Fistularia commersonii","2017-06-24",32.019,34.676
"Fistularia commersonii","2017-05-15",32.262,34.5935
"Fistularia commersonii","2018-01-01",37.19117,25.55933
"Fistularia commersonii","2020-09-12",32.0257,34.6786
"Fistularia commersonii","2017-01-01",36.93467,26.98613
"Fistularia commersonii","2010-01-01",38.204,13.234
"Fistularia commersonii","2019-10-31",32.0257,34.6228
"Fistularia commersonii","2015-04-18",31.9492,34.6866
"Fistularia commersonii","2021-08-11",32.1337,34.7345
"Fistularia commersonii","2017-09-29",31.992,34.668
"Fistularia commersonii","2010-12-01",37.554,-0.968
"Fistularia commersonii","2014-01-27",31.9492,34.6866
"Fistularia commersonii","2016-05-13",34.9609,33.8287
"Fistularia commersonii","2018-08-19",36.7862,24.6365
"Fistularia commersonii","2021-01-01",36.9917,26.9138
"Fistularia commersonii","2007-04-19",36.42034,28.17563
"Fistularia commersonii","2004-08-01",35.468,27.071
"Fistularia commersonii","2019-09-01",36.335,28.2424
"Fistularia commersonii","2017-01-01",36.92758,26.96689
"Fistularia commersonii","2002-11-01",33.717,11.15
"Fistularia commersonii","2005-01-01",32.914,13.153
"Fistularia commersonii","2016-01-01",36.74472,22.57027
"Fistularia commersonii","2019-06-13",35.2014,24.1234
"Fistularia commersonii","2017-06-18",34.9122,33.6505
"Fistularia commersonii","2013-06-01",32.356,20.288
"Fistularia commersonii","2007-02-01",36.943,26.992
"Fistularia commersonii","2021-11-27",32.0482,34.6893
"Fistularia commersonii","2021-10-09",32.847,34.9074
"Fistularia commersonii","2011-01-01",37.132,25.268
"Fistularia commersonii","2008-03-03",36.16022,28.0886
"Fistularia commersonii","2008-02-01",36.583,1.733
"Fistularia commersonii","2013-10-01",32.915,13.171
"Fistularia commersonii","2010-10-01",43.779,7.604
"Fistularia commersonii","2015-04-19",32.0482,34.6893
"Fistularia commersonii","2017-03-28",31.7647,34.3142
"Fistularia commersonii","2016-08-11",32.1607,34.7398
"Fistularia commersonii","2011-03-01",35.812,14.462
"Fistularia commersonii","2013-10-01",32.911,13.172
"Fistularia commersonii","2005-01-01",36.4213,28.1826
"Fistularia commersonii","2016-01-01",37.6545,23.9
"Fistularia commersonii","2007-10-04",33.2598,35.1975
"Fistularia commersonii","2018-08-10",36.1257,29.5788
"Fistularia commersonii","2010-10-01",43.009,9.401
"Fistularia commersonii","2015-02-28",32.1382,34.7345
"Fistularia commersonii","2019-07-29",33.2598,35.1975
"Fistularia commersonii","2016-09-13",35.0502,34.0387
"Fistularia commersonii","2020-02-23",32.1922,34.7504
"Fistularia commersonii","2008-01-01",35.377,-1.374
"Fistularia commersonii","2007-12-01",42.067,19.083
"Fistularia commersonii","2019-06-18",32.1922,34.7504
"Fistularia commersonii","2015-04-18",31.9492,34.6866
"Fistularia commersonii","2021-09-29",32.1337,34.7345
"Fistularia commersonii","2012-11-01",32.0055,34.6733
"Fistularia commersonii","2014-01-01",36.45718,28.22236
"Fistularia commersonii","2020-01-01",36.05647,28.08197
"Fistularia commersonii","2008-09-25",36.43889,28.20442
"Fistularia commersonii","2007-11-01",39.938,9.714
"Fistularia commersonii","2014-12-01",41.846,3.121
"Fistularia commersonii","2018-09-29",31.8885,34.6041
"Fistularia commersonii","2013-05-01",32.356,20.288
"Fistularia commersonii","2009-10-01",43.694,7.314
"Fistularia commersonii","2002-05-01",36.719,28.101
"Fistularia commersonii","2006-01-01",32.1,20.05
"Fistularia commersonii","2014-01-01",34.6581,11.0686
"Fistularia commersonii","2010-11-01",42.132,8.578
"Fistularia commersonii","2014-01-01",35.5737,23.77783
"Fistularia commersonii","2014-06-05",34.9122,33.6505
"Fistularia commersonii","2013-10-01",32.922,12.136
"Fistularia commersonii","2008-12-01",37.083,7.331
"Fistularia commersonii","2007-09-01",40.543,9.811
"Fistularia commersonii","2010-11-01",36.725,14.849
"Fistularia commersonii","2014-11-24",31.8705,34.4898
"Fistularia commersonii","2015-12-19",32.2192,34.6946
"Fistularia commersonii","2011-08-05",35.5591,27.2042
"Fistularia commersonii","2018-06-23",34.6868,33.0726
"Fistularia commersonii","2007-10-01",43.801,7.788
"Fistularia commersonii","2021-11-02",32.082,34.7079
"Fistularia commersonii","2019-01-01",36.97153,25.05953
"Fistularia commersonii","2019-06-01",37.4397,24.8871
"Fistularia commersonii","2021-08-10",32.1045,34.7185
"Fistularia commersonii","2020-07-15",32.1045,34.7185
"Fistularia commersonii","2018-09-12",32.0257,34.6786
"Fistularia commersonii","2001-01-01",32.883,22.367
"Fistularia commersonii","2002-01-01",42.2535,18.8916
"Fistularia commersonii","2010-11-01",41.471,9.285
"Fistularia commersonii","1975-01-01",33.914,35.521
"Fistularia commersonii","2013-08-01",31.219,16.6
"Fistularia commersonii","2014-11-30",32.505,34.7717
"Fistularia commersonii","2021-10-02",31.9492,34.6866
"Fistularia commersonii","2010-01-01",38.042,14.019
"Fistularia commersonii","2010-11-01",43.843,8.065
"Fistularia commersonii","2019-01-01",36.54885,27.84582
"Fistularia commersonii","2021-10-01",31.992,34.6068
"Fistularia commersonii","2010-01-01",35.55694,24.07079
"Fistularia commersonii","2021-12-23",32.0055,34.6733
"Fistularia commersonii","2009-01-01",35.92756,27.8536
"Fistularia commersonii","2014-05-14",32.1112,34.7185
"Fistularia commersonii","2016-06-14",34.9577,25.2333
"Fistularia commersonii","2005-10-01",39.9375,9.7142
"Fistularia commersonii","2014-01-01",37.83467,23.68467
"Fistularia commersonii","2013-07-01",35.503,24.174
"Fistularia commersonii","2021-08-03",32.892,34.9366
"Fistularia commersonii","2010-11-01",43.415,6.859
"Fistularia commersonii","2021-08-12",32.0482,34.6893
"Fistularia commersonii","2014-10-01",31.9492,34.6467
"Fistularia commersonii","2020-10-27",32.892,34.9366
"Fistularia commersonii","2019-10-10",32.892,34.9366
"Fistularia commersonii","2010-10-01",43.718,7.407
"Fistularia commersonii","2004-01-01",33.75,35.417
"Fistularia commersonii","2019-12-04",32.0482,34.6893
"Fistularia commersonii","2013-08-01",30.533,18.533
"Fistularia commersonii","2014-06-14",34.9122,33.6505
"Fistularia commersonii","2013-01-01",36.346,25.75812
"Fistularia commersonii","2019-01-01",37.0537,21.5732
"Fistularia commersonii","2014-06-01",35.5094,11.0767
"Fistularia commersonii","2017-09-19",35.256,26.2233
"Fistularia commersonii","2014-11-01",37.9154,12.3034
"Fistularia commersonii","2014-11-01",37.914,12.285
"Fistularia commersonii","2011-01-01",37.058,25.107
"Fistularia commersonii","2013-06-01",32.131,20.053
"Fistularia commersonii","2010-01-01",37.576,12.806
"Fistularia commersonii","2002-12-01",36.5948,36.1702
"Fistularia commersonii","2013-06-01",32.131,20.053
"Fistularia commersonii","2020-10-01",32.019,34.676
"Fistularia commersonii","2010-10-01",43.827,7.861
"Fistularia commersonii","2013-10-01",32.419,15.092
"Fistularia commersonii","2016-01-01",37.68533,23.901
"Fistularia commersonii","2020-01-01",36.45951,25.36957
"Fistularia commersonii","2020-10-23",32.1922,34.7504
"Fistularia commersonii","2018-07-05",35.0502,34.0387
"Fistularia commersonii","2015-08-28",35.0502,34.0387
"Fistularia commersonii","2015-06-18",32.1922,34.7504
"Fistularia commersonii","2016-07-26",35.0502,34.0387
"Fistularia commersonii","2014-04-01",36.353,28.218
"Fistularia commersonii","2019-05-23",35.5517,24.07
"Fistularia commersonii","2016-01-01",36.943,27.165
"Fistularia commersonii","2011-08-29",34.9122,33.6505
"Fistularia commersonii","2007-04-20",36.42034,28.17563
"Fistularia commersonii","2019-06-27",36.3238,28.2131
"Fistularia commersonii","2013-01-01",36.24341,25.20253
"Fistularia commersonii","2021-11-25",32.1045,34.652
"Fistularia commersonii","2014-08-01",37.175,26.453
"Fistularia commersonii","2014-06-01",37.7,20.99
"Fistularia commersonii","2015-09-12",31.9492,34.6467
"Fistularia commersonii","2008-12-01",36.942,7.053
"Fistularia commersonii","2006-12-01",42.685,10.176
"Fistularia commersonii","2010-01-01",38.217,15.569
"Fistularia commersonii","2021-09-06",32.0482,34.6893
"Fistularia commersonii","2005-08-20",34.9122,33.6505
"Fistularia commersonii","2013-05-28",34.9122,33.6505
"Fistularia commersonii","2007-11-19",36.16022,28.0886
"Fistularia commersonii","2011-06-22",35.2076,26.1125
"Fistularia commersonii","2015-10-02",31.92,34.6254
"Fistularia commersonii","2000-01-01",35.467,35.75
"Fistularia commersonii","2021-09-27",31.92,34.6254
"Fistularia commersonii","2018-01-01",35.2593,25.7371
"Fistularia commersonii","2014-04-01",36.385,28.247
"Fistularia commersonii","2016-08-12",32.082,34.7079
"Fistularia commersonii","2013-12-01",42.273,18.831
"Fistularia commersonii","2013-08-01",31.22,16.589
"Fistularia commersonii","2013-05-01",32.131,20.053
"Fistularia commersonii","2018-08-13",32.0257,34.6786
"Fistularia commersonii","2021-10-31",32.082,34.7079
"Fistularia commersonii","2010-08-10",36.1257,29.5788
"Fistularia commersonii","2021-08-30",32.0257,34.6786
"Fistularia commersonii","2019-08-10",36.1257,29.5788
"Fistularia commersonii","2017-07-29",33.2598,35.1975
"Fistularia commersonii","2021-10-12",32.1922,34.7504
"Fistularia commersonii","2007-11-01",36.717,-2.267
"Fistularia commersonii","2020-01-01",36.68048,22.37742
"Fistularia commersonii","2019-12-22",32.1922,34.7504
"Fistularia commersonii","2020-10-19",32.1112,34.6547
"Fistularia commersonii","2010-11-01",43.841,8.065
"Fistularia commersonii","2016-01-01",37.19083,25.55867
"Fistularia commersonii","2016-01-01",37.19167,25.55933
"Fistularia commersonii","2019-05-28",31.9492,34.6866
"Fistularia commersonii","2015-01-01",38.199,-0.473
"Fistularia commersonii","2012-06-14",34.9577,25.2333
"Fistularia commersonii","2015-05-04",34.9122,33.6505
"Fistularia commersonii","2005-01-01",32.94,12.11
"Fistularia commersonii","2009-01-01",36.30133,28.18809
"Fistularia commersonii","2010-10-01",44.186,8.425
"Fistularia commersonii","2014-03-01",37.818,20.875
"Fistularia commersonii","2010-10-01",44.202,8.425
"Fistularia commersonii","2015-06-23",31.9492,34.6467
"Fistularia commersonii","2010-11-01",37.502,13.059
"Fistularia commersonii","2004-03-15",36.16022,28.0886
"Fistularia commersonii","2019-01-01",36.726,22.569
"Fistularia commersonii","2004-01-01",35.26353,26.26529
"Fistularia commersonii","2021-01-01",36.6136,27.1543
"Fistularia commersonii","2011-01-01",35.831,14.538
"Fistularia commersonii","2017-07-14",34.9122,33.6505
"Fistularia commersonii","2014-01-01",33.693,10.375
"Fistularia commersonii","2006-12-01",34.719,10.787
"Fistularia commersonii","2021-06-01",34.9623,34.0806
"Fistularia commersonii","2011-03-01",35.811,14.461
"Fistularia commersonii","2011-03-01",35.809,14.469
"Fistularia commersonii","2021-08-03",32.9797,34.9446
"Fistularia commersonii","2018-01-01",30.9589,29.506
"Fistularia commersonii","2013-08-01",32.086,24.018
"Fistularia commersonii","2008-01-01",36.424,28.136
"Fistularia commersonii","2008-12-15",36.42359,28.19117
"Fistularia commersonii","2006-11-01",42.65,17.95
"Fistularia commersonii","2009-01-01",36.42359,28.19117
"Fistularia commersonii","2013-08-05",35.5373,27.2126
"Fistularia commersonii","2020-10-10",32.289,34.7185
"Fistularia commersonii","2016-06-11",34.8916,33.6519
"Fistularia commersonii","2020-10-18",31.8705,34.5323
"Fistularia commersonii","2002-12-01",36.5948,36.1702
"Fistularia commersonii","2019-08-11",36.1257,29.5788
"Fistularia commersonii","2018-08-09",36.3262,28.2145
"Fistularia commersonii","2014-06-17",32.1112,34.7185
"Fistularia commersonii","2015-12-19",31.9492,34.6866
"Fistularia commersonii","2018-01-24",32.1922,34.7504
"Fistularia commersonii","2020-01-01",37.57698,23.3884
"Fistularia commersonii","2012-06-21",35.0502,34.0387
"Fistularia commersonii","2004-11-01",37.567,12.85
"Fistularia commersonii","2021-09-26",31.9492,34.6467
"Fistularia commersonii","2018-12-23",32.1337,34.7345
"Fistularia commersonii","2010-01-01",35.511,12.628
"Fistularia commersonii","2016-07-01",37.1189,10.7869
"Fistularia commersonii","2016-01-01",37.99267,24.15417
"Fistularia commersonii","2014-02-22",31.7647,34.4552
"Fistularia commersonii","2021-10-12",31.8705,34.5323
"Fistularia commersonii","2019-01-01",30.9589,29.506
"Fistularia commersonii","2024-03-01",36.4393,28.1582
"Fistularia commersonii","2013-04-01",36.183,29.643
"Fistularia commersonii","2013-06-01",32.356,20.288
"Fistularia commersonii","2018-01-01",37.40583,25.37367
"Fistularia commersonii","2020-09-06",32.0482,34.6893
"Fistularia commersonii","2005-02-21",36.16022,28.0886
"Fistularia commersonii","2015-12-23",31.92,34.6254
"Fistularia commersonii","2008-08-15",36.42359,28.19117
"Fistularia commersonii","2012-11-01",39.203,8.374
"Fistularia commersonii","2012-09-19",34.9122,33.6505
"Fistularia commersonii","2007-11-01",39.868,8.394
"Fistularia commersonii","2008-01-01",36.045,27.969
"Fistularia commersonii","2016-01-01",37.87267,23.70133
"Fistularia commersonii","2021-08-11",32.1607,34.7398
"Fistularia commersonii","2016-08-09",36.3262,28.2145
"Fistularia commersonii","2018-01-01",37.7875,23.636
"Fistularia commersonii","2016-08-05",35.5592,27.2045
"Fistularia commersonii","2012-07-01",35.6029,27.1595
"Fistularia commersonii","2003-10-01",34.717,10.787
"Fistularia commersonii","2017-09-17",34.7045,33.2302
"Fistularia commersonii","2020-10-01",31.9492,34.6467
"Fistularia commersonii","2003-02-27",36.16022,28.0886
"Fistularia commersonii","2001-01-01",36.42034,28.17563
"Fistularia commersonii","2020-01-01",35.27247,23.53956
"Fistularia commersonii","2005-01-01",32.417,15.172
"Fistularia commersonii","2020-12-01",31.773,30.408
"Fistularia commersonii","2017-06-18",31.9492,34.6467
"Fistularia commersonii","2016-01-01",37.68467,23.90117
"Fistularia commersonii","2008-01-01",36.671,35.93
"Fistularia commersonii","2019-12-19",32.1922,34.7504
"Fistularia commersonii","2014-12-19",32.1922,34.7504
"Fistularia commersonii","2007-08-01",35.86,12.847
"Fistularia commersonii","2020-12-23",31.92,34.6254
"Fistularia commersonii","2019-06-13",35.2012,24.1195
"Fistularia commersonii","2018-09-22",35.1989,24.061
"Fistularia commersonii","2018-03-01",41.2462,13.0333
"Fistularia commersonii","2003-10-01",33.933,10.121
"Fistularia commersonii","2011-12-01",42.462,18.417
"Fistularia commersonii","2007-12-01",36.715,-2.267
"Fistularia commersonii","2013-06-16",34.9122,33.6505
"Fistularia commersonii","2005-12-06",36.16022,28.0886
"Fistularia commersonii","2004-03-22",36.16022,28.0886
"Fistularia commersonii","2011-02-01",35.781,14.534
"Fistularia commersonii","2015-07-03",34.9122,33.6505
"Fistularia commersonii","2008-08-15",36.07433,28.01541
"Fistularia commersonii","2020-11-01",32.082,34.7079
"Fistularia commersonii","2018-01-01",36.0729,28.03804
"Fistularia commersonii","2018-12-24",32.1337,34.7345
"Fistularia commersonii","2014-01-01",37.80917,23.59217
"Fistularia commersonii","2011-02-01",35.987,14.327
"Fistularia commersonii","2022-10-01",35.8508,35.8413
"Fistularia commersonii","2019-02-22",32.2462,34.777
"Fistularia commersonii","2004-02-03",36.16022,28.0886
"Fistularia commersonii","2014-06-23",31.92,34.6254
"Fistularia commersonii","2014-11-12",32.0257,34.5882
"Fistularia commersonii","2017-09-13",37.7211,23.377
"Fistularia commersonii","2019-02-22",32.163,34.7398
"Fistularia commersonii","2007-12-01",42.265,18.845
"Fistularia commersonii","2020-01-01",36.45082,28.2253
"Fistularia commersonii","2009-01-01",36.07433,28.01541
"Fistularia commersonii","2019-06-29",36.3199,28.2066
"Fistularia commersonii","2017-01-01",36.36918,25.48161
"Fistularia commersonii","2002-07-09",36.16022,28.0886
"Fistularia commersonii","2014-09-13",31.992,34.668
"Fistularia commersonii","2022-01-01",36.4393,28.1582
"Fistularia commersonii","2007-12-01",36.717,-2.268
"Fistularia commersonii","2015-07-15",32.1112,34.7185
"Fistularia commersonii","2016-05-21",34.9122,33.6505
"Fistularia commersonii","2010-06-03",35.0502,34.0387
"Fistularia commersonii","2014-09-09",35.3067,25.4129
"Fistularia commersonii","2018-08-04",32.8717,35.0164
"Fistularia commersonii","2012-01-01",42.385,18.682
"Fistularia commersonii","2016-01-01",37.818,23.58867
"Fistularia commersonii","2014-12-01",35.9164,35.7889
"Fistularia commersonii","2008-11-01",39.938,9.714
"Fistularia commersonii","2018-10-28",32.847,34.9393
"Fistularia commersonii","2022-01-01",36.9917,26.9138
"Fistularia commersonii","2017-06-14",34.9577,25.2333
"Fistularia commersonii","2020-10-10",31.9762,34.6201
"Fistularia commersonii","2010-03-16",36.16022,28.0886
"Fistularia commersonii","2008-01-01",36.134,27.707
"Fistularia commersonii","2014-03-24",32.2462,34.777
"Fistularia commersonii","2003-03-27",36.16022,28.0886
"Fistularia commersonii","2010-11-01",32.143,20.034
"Fistularia commersonii","2018-06-29",34.9306,24.8016
"Fistularia commersonii","2017-01-24",31.9492,34.6467
"Fistularia commersonii","2021-01-01",40.3719,22.8993
"Fistularia commersonii","2018-08-10",35.2004,24.1187
"Fistularia commersonii","2009-01-20",35.8985,14.5303
"Fistularia commersonii","2010-08-01",36.781,21.937
"Fistularia commersonii","2013-04-01",32.131,20.053
"Fistularia commersonii","2017-03-27",31.7647,34.3142
"Fistularia commersonii","2017-01-01",30.9589,29.506
"Fistularia commersonii","2019-05-15",31.9492,34.6467
"Fistularia commersonii","2019-06-07",34.9122,33.6505
"Fistularia commersonii","2004-03-02",36.16022,28.0886
"Fistularia commersonii","2010-07-19",34.9122,33.6505
"Fistularia commersonii","2014-01-01",42.488,18.692
"Fistularia commersonii","2017-01-01",31.25,29.87
"Fistularia commersonii","2021-10-26",32.847,34.9393
"Fistularia commersonii","2013-08-01",30.829,20.037
"Fistularia commersonii","2016-01-01",37.18983,25.56867
"Fistularia commersonii","2003-11-05",36.16022,28.0886
"Fistularia commersonii","2016-06-14",34.9577,25.2333
"Fistularia commersonii","2003-08-01",39.918,23.581
"Fistularia commersonii","2015-12-25",32.1922,34.7504
"Fistularia commersonii","2015-05-01",36.328,28.225
"Fistularia commersonii","2008-09-17",34.9122,33.6505
"Fistularia commersonii","2020-08-01",37.7193,20.9533
"Fistularia commersonii","2004-12-09",36.16022,28.0886
"Fistularia commersonii","2015-01-01",38.2749,-0.4054
"Fistularia commersonii","2019-01-01",36.726,22.5685
"Fistularia commersonii","2019-06-07",36.0568,28.0822
"Fistularia commersonii","2015-08-19",34.9122,33.6505
"Fistularia commersonii","2019-06-18",31.9492,34.6467
"Fistularia commersonii","2021-07-16",32.1337,34.7664
"Fistularia commersonii","2017-06-19",31.992,34.668
"Fistularia commersonii","2020-12-01",31.773,30.408
"Fistularia commersonii","2015-01-01",44.385,8.997
"Fistularia commersonii","2007-06-01",35.233,23.579
"Fistularia commersonii","2007-12-01",41.841,3.114
"Fistularia commersonii","2008-10-01",35.864,14.577
"Fistularia commersonii","2021-06-23",31.9762,34.6201
"Fistularia commersonii","2018-06-14",34.9577,25.2333
"Fistularia commersonii","2019-01-01",36.7247,22.5568
"Fistularia commersonii","2020-10-27",32.847,34.9393
"Fistularia commersonii","2010-10-01",36.964,21.651
"Fistularia commersonii","2006-09-26",36.43889,28.20442
"Fistularia commersonii","2002-12-06",36.16022,28.0886
"Fistularia commersonii","2017-05-14",32.1112,34.7185
"Fistularia petimba","2021-06-01",37.7061,26.7023
"Fistularia petimba","2020-07-01",34.9645,33.7262
"Fistularia petimba","2019-03-01",31.1411,29.8268
"Fistularia petimba","2023-05-01",36.8276,25.8588
"Fistularia petimba","2016-05-01",36.7465,35.9817
"Fistularia petimba","2020-01-01",39.47,24.4527
"Fistularia petimba","2019-08-01",35.11,32.49
"Fistularia petimba","2020-01-14",31.7647,34.5084
"Fistularia petimba","2020-01-19",34.9601,33.9139
"Fistularia petimba","2019-07-01",35.5183,35.7135
"Fistularia petimba","2021-03-01",34.6357,32.6385
"Fistularia petimba","2016-10-01",36.8549,30.6652
"Fistularia petimba","2016-05-01",36.7993,36.0548
"Fistularia petimba","2021-03-01",34.6613,32.4687
"Fistularia petimba","2020-01-01",39.9946,25.2513
"Fistularia petimba","2020-12-19",32.2192,34.6946
"Fistularia petimba","2020-01-01",36.3101,35.7742
"Fistularia petimba","2021-01-01",36.7606,34.659
"Fistularia petimba","2020-07-01",35.0817,32.4587
"Fistularia petimba","2020-12-19",31.8975,34.6121
"Fistularia petimba","2016-11-01",36.831,30.7219
